"车牌号","出租车公司","车型","设备编号","运营开始时间","运营结束时间","方向","GPS经度","GPS纬度","速度","GPS时间","运营状态"
"鲁HT**59","新交运","新桑塔纳","64625128339","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","303","116.566755","35.415745","0.0","2022-06-01 00:00:17.0","空车"
"鲁HT**63","北城","老捷达","64625128083","2004-03-01 00:00:00.0","2020-09-01 00:00:00.0","169","116.552448","35.421011","0.0","2022-06-01 00:00:18.0","空车"
"鲁HT**16","联运","新桑塔纳","64625128986","2016-03-29 00:00:00.0","2022-03-28 00:00:00.0","133","116.6072","35.523568","0.0","2022-06-01 00:00:18.0","空车"
"鲁HT**68","交运","新捷达","00029780611","2004-03-01 00:00:00.0","2020-09-01 00:00:00.0","29","116.568293","35.38699","15.3","2022-06-01 00:00:18.0","空车"
"鲁HT**59","北城","新捷达","64625129281","2016-09-06 00:00:00.0","1900-01-01 00:00:00.0","3","116.602535","35.427968","43.1","2022-06-01 00:00:18.0","载客"
"鲁HT**81","交运","悦动","64625128224","2003-06-11 00:00:00.0","2021-06-19 00:00:00.0","161","116.544896","35.430766","35.2","2022-06-01 00:00:18.0","空车"
"鲁HT**57","北城","新捷达","64625129305","2016-06-15 00:00:00.0","2022-06-14 00:00:00.0","61","116.544413","35.364386","0.0","2022-06-01 00:00:18.0","空车"
"鲁HT**93","联运","伊兰特","64625128016","2004-02-01 00:00:00.0","2020-08-01 00:00:00.0","347","116.716218","35.420246","0.0","2022-06-01 00:00:18.0","空车"
"鲁HT**12","交运","新捷达","64625128376","2004-05-01 00:00:00.0","2020-11-01 00:00:00.0","133","116.581108","35.383603","0.0","2022-06-01 00:00:18.0","载客"
"鲁HT**99","联运","悦动","64625128472","2016-10-12 00:00:00.0","1900-01-01 00:00:00.0","94","116.563933","35.37679","0.0","2022-06-01 00:00:18.0","空车"
"鲁HT**77","华通","新捷达","64625128439","2004-04-14 00:00:00.0","2021-04-13 00:00:00.0","68","116.59549","35.434503","0.0","2022-06-01 00:00:19.0","空车"
"HDS**85","新交运","比亚迪秦","64625128933","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","59","116.572878","35.418316","0.0","2022-06-01 00:00:19.0","空车"
"鲁HT**18","交运","伊兰特","00005143958","2003-02-20 00:00:00.0","2019-02-28 00:00:00.0","171","116.592411","35.369828","52.6","2022-06-01 00:00:19.0","载客"
"鲁HT**36","富达","新桑塔纳","64625128111","2004-11-20 00:00:00.0","2015-05-19 00:00:00.0","359","116.55995","35.39865","32.7","2022-06-01 00:00:19.0","空车"
"鲁HT**29","北城","伊兰特","64625128679","2016-06-03 00:00:00.0","2022-06-02 00:00:00.0","156","116.616303","35.337746","0.0","2022-06-01 00:00:19.0","空车"
"鲁HT**79","富达","新捷达","64625128811","2016-11-15 00:00:00.0","2016-11-15 00:00:00.0","286","116.605663","35.523548","0.0","2022-06-01 00:00:19.0","空车"
"鲁HT**26","华中","伊兰特","64625129292","2015-10-13 00:00:00.0","2021-10-12 00:00:00.0","359","116.61775","35.434148","52.8","2022-06-01 00:00:19.0","空车"
"鲁HT**57","交运","新捷达","64625128886","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","272","116.603666","35.42095","36.4","2022-06-01 00:00:19.0","空车"
"鲁HT**66","众鑫","新捷达","64625128889","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","265","116.617313","35.408668","44.2","2022-06-01 00:00:19.0","空车"
"鲁HT**67","富达","新捷达","64625128636","2015-04-14 00:00:00.0","2017-04-12 00:00:00.0","345","116.607973","35.456225","0.0","2022-06-01 00:00:19.0","空车"
"鲁HT**75","北城","新捷达","64625129283","2004-03-02 00:00:00.0","2020-09-01 00:00:00.0","102","116.600138","35.410763","28.1","2022-06-01 00:00:19.0","空车"
"鲁HT**76","交运","新捷达","00085182110","2016-06-23 00:00:00.0","2022-06-22 00:00:00.0","7","116.69655","35.434708","0.0","2022-06-01 00:00:20.0","空车"
"鲁HT**19","联运","新捷达","64625128397","2004-06-01 00:00:00.0","2020-12-01 00:00:00.0","75","116.555003","35.404003","0.0","2022-06-01 00:00:20.0","空车"
"鲁HT**73","北城","伊兰特","64626198289","2016-07-22 00:00:00.0","1900-01-01 00:00:00.0","97","116.566861","35.394195","0.0","2022-06-01 00:00:20.0","空车"
"鲁HT**09","北城","新捷达","64625129134","2004-04-23 00:00:00.0","2020-10-22 00:00:00.0","265","116.569981","35.434521","0.0","2022-06-01 00:00:20.0","空车"
"鲁HT**79","交运","新捷达","64625127983","2016-04-06 00:00:00.0","2017-04-06 00:00:00.0","180","116.583371","35.43286","56.7","2022-06-01 00:00:20.0","载客"
"鲁HT**06","交运","老捷达","64625128374","2004-04-21 00:00:00.0","2020-10-20 00:00:00.0","268","116.598786","35.383136","0.0","2022-06-01 00:00:20.0","空车"
"鲁HT**00","北城","新捷达","64625128680","2004-05-21 00:00:00.0","2020-11-20 00:00:00.0","67","116.611125","35.407375","0.0","2022-06-01 00:00:20.0","空车"
"HDP**67","北城","比亚迪秦","64625129148","2016-05-09 00:00:00.0","2022-05-08 00:00:00.0","204","116.592793","35.397415","0.0","2022-06-01 00:00:20.0","空车"
"鲁HT**98","众鑫","新捷达","64625129036","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","86","116.608828","35.443145","0.0","2022-06-01 00:00:20.0","空车"
"鲁HT**69","众鑫","新捷达","00013957033","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","56","116.56533","35.385896","0.0","2022-06-01 00:00:20.0","空车"
"鲁HT**96","富达","奇瑞","64625127929","2003-07-21 00:00:00.0","2021-01-20 00:00:00.0","280","116.575163","35.43317","0.0","2022-06-01 00:00:21.0","空车"
"鲁HT**88","联运","新捷达","64625128639","2003-12-11 00:00:00.0","2020-06-10 00:00:00.0","260","116.564086","35.352281","41.1","2022-06-01 00:00:21.0","空车"
"鲁HT**13","北城","新捷达","64625129118","2004-05-13 00:00:00.0","2020-11-12 00:00:00.0","179","116.602501","35.41899","35.7","2022-06-01 00:00:21.0","载客"
"鲁HT**66","交运","新捷达","64625127849","2016-10-14 00:00:00.0","1900-01-01 00:00:00.0","86","116.569496","35.434298","0.0","2022-06-01 00:00:21.0","载客"
"鲁HT**22","交运","新捷达","64625128698","2004-04-01 00:00:00.0","2021-04-01 00:00:00.0","21","116.60774","35.372755","0.0","2022-06-01 00:00:21.0","空车"
"鲁HT**16","北城","老捷达","64625129147","2004-04-26 00:00:00.0","2020-10-25 00:00:00.0","39","116.588975","35.437693","0.0","2022-06-01 00:00:21.0","载客"
"鲁HT**76","华通","新桑塔纳","64625128318","2004-04-01 00:00:00.0","2020-10-01 00:00:00.0","73","116.625265","35.435291","0.0","2022-06-01 00:00:21.0","空车"
"鲁HT**82","联运","老捷达","64625128177","2003-02-17 00:00:00.0","2019-08-16 00:00:00.0","183","116.544738","35.52058","54.8","2022-06-01 00:00:22.0","空车"
"鲁HT**42","交运","新捷达","64625127959","2004-04-03 00:00:00.0","2020-10-02 00:00:00.0","193","116.576478","35.429075","0.0","2022-06-01 00:00:22.0","空车"
"鲁HT**09","富达","新捷达","64625128483","2016-09-09 00:00:00.0","1900-01-01 00:00:00.0","125","116.570118","35.402548","0.0","2022-06-01 00:00:22.0","空车"
"鲁HT**07","交运","新捷达","64625127977","2004-05-01 00:00:00.0","2020-11-01 00:00:00.0","145","116.594863","35.39349","0.0","2022-06-01 00:00:22.0","空车"
"鲁HT**96","交运","新捷达","64625127839","2016-09-07 00:00:00.0","1900-01-01 00:00:00.0","115","116.555556","35.405633","0.0","2022-06-01 00:00:22.0","空车"
"鲁HT**29","联运","新捷达","00085182111","2016-09-06 00:00:00.0","1900-01-01 00:00:00.0","263","116.581106","35.412991","0.0","2022-06-01 00:00:22.0","空车"
"鲁HT**77","富达","新桑塔纳","64625128251","2016-08-08 00:00:00.0","2016-11-04 00:00:00.0","183","116.612415","35.371873","50.9","2022-06-01 00:00:22.0","载客"
"鲁HT**88","新交运","新桑塔纳","64625129155","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","39","116.561048","35.414465","0.0","2022-06-01 00:00:22.0","空车"
"鲁HT**62","北城","新悦动","64625129078","2004-01-07 00:00:00.0","2021-01-06 00:00:00.0","29","116.602648","35.420605","0.0","2022-06-01 00:00:23.0","载客"
"鲁HT**69","华通","新捷达","64625128586","2005-04-27 00:00:00.0","2021-10-26 00:00:00.0","351","116.581356","35.404683","0.0","2022-06-01 00:00:23.0","空车"
"鲁HT**23","北城","新桑塔纳","64625129175","2005-04-01 00:00:00.0","2021-10-01 00:00:00.0","297","116.595448","35.394968","10.2","2022-06-01 00:00:23.0","空车"
"鲁HT**81","新交运","新捷达","64625129020","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","333","116.587143","35.424391","0.0","2022-06-01 00:00:23.0","空车"
"鲁HT**53","富达","伊兰特","64625128129","2016-07-21 00:00:00.0","1900-01-01 00:00:00.0","257","116.673011","35.368851","0.0","2022-06-01 00:00:23.0","空车"
"HDY**01","交运","比亚迪秦","64625129059","2003-11-13 00:00:00.0","2020-05-12 00:00:00.0","25","116.579148","35.418421","0.0","2022-06-01 00:00:23.0","空车"
"鲁HT**58","华中","新捷达","64625129185","2016-10-19 00:00:00.0","1900-01-01 00:00:00.0","180","116.559735","35.42385","57.4","2022-06-01 00:00:23.0","载客"
"鲁HT**35","北城","新桑塔纳","64625129123","2001-01-16 00:00:00.0","2019-01-15 00:00:00.0","183","116.569213","35.335385","0.0","2022-06-01 00:00:23.0","空车"
"鲁HT**48","联运","新捷达","64625128434","2004-08-02 00:00:00.0","2022-02-01 00:00:00.0","17","116.601328","35.45611","0.0","2022-06-01 00:00:23.0","空车"
"鲁HT**78","交运","伊兰特","64625127794","1900-01-01 00:00:00.0","2024-07-01 00:00:00.0","140","116.571643","35.434253","0.0","2022-06-01 00:00:24.0","空车"
"鲁HT**62","华通","新捷达","64625128901","2004-04-01 00:00:00.0","2020-10-01 00:00:00.0","341","116.597106","35.388913","0.0","2022-06-01 00:00:24.0","空车"
"鲁HT**72","众鑫","新捷达","64625128715","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","124","116.682425","35.408515","0.0","2022-06-01 00:00:24.0","空车"
"鲁HT**62","北城","新捷达","64625129270","2004-04-01 00:00:00.0","2020-10-01 00:00:00.0","68","116.528783","35.466555","0.0","2022-06-01 00:00:24.0","空车"
"鲁HT**75","北城","新捷达","64625128725","2004-03-04 00:00:00.0","2020-09-03 00:00:00.0","214","116.524781","35.253003","47.0","2022-06-01 00:00:24.0","载客"
"鲁HT**30","交运","伊兰特","64625128736","2016-03-03 00:00:00.0","2022-03-02 00:00:00.0","110","116.558555","35.441448","0.0","2022-06-01 00:00:24.0","空车"
"鲁HT**96","富达","悦动","64625128039","2016-09-26 00:00:00.0","1900-01-01 00:00:00.0","94","116.692831","35.377063","0.0","2022-06-01 00:00:24.0","空车"
"鲁HT**56","华通","新桑塔纳","00056961598","2004-04-07 00:00:00.0","2020-10-06 00:00:00.0","355","116.606013","35.401843","35.6","2022-06-01 00:00:24.0","载客"
"鲁HT**08","北城","新捷达","64625128758","2004-03-01 00:00:00.0","2020-09-01 00:00:00.0","133","116.612651","35.404743","0.0","2022-06-01 00:00:24.0","空车"
"鲁HT**88","交运","新捷达","64625127980","2004-04-01 00:00:00.0","2020-10-29 00:00:00.0","203","116.62483","35.447688","0.0","2022-06-01 00:00:24.0","空车"
"鲁HT**99","北城","悦动","64625129136","2016-08-01 00:00:00.0","1900-01-01 00:00:00.0","267","116.56216","35.40302","0.0","2022-06-01 00:00:25.0","空车"
"鲁HT**90","交运","新悦动","64625129033","2002-09-24 00:00:00.0","2018-09-23 00:00:00.0","299","116.571765","35.413856","0.0","2022-06-01 00:00:25.0","空车"
"鲁HT**75","交运","伊兰特","64625129248","2016-10-28 00:00:00.0","2016-10-28 00:00:00.0","90","116.581475","35.40481","0.0","2022-06-01 00:00:25.0","空车"
"鲁HT**11","新交运","新捷达","00013675374","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","88","116.588063","35.40741","42.9","2022-06-01 00:00:25.0","载客"
"鲁HT**36","交运","新捷达","64625128226","2004-01-01 00:00:00.0","2020-07-01 00:00:00.0","344","116.598708","35.383056","0.0","2022-06-01 00:00:25.0","载客"
"鲁HT**57","新交运","新桑塔纳","64625129019","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","109","116.587238","35.420648","0.0","2022-06-01 00:00:25.0","载客"
"鲁HT**85","交运","新捷达","64625128051","2004-04-30 00:00:00.0","2020-10-29 00:00:00.0","68","116.603561","35.416021","0.0","2022-06-01 00:00:25.0","空车"
"鲁HT**90","交运","新桑塔纳","64625129046","2016-10-14 00:00:00.0","1900-01-01 00:00:00.0","182","116.559821","35.424398","0.0","2022-06-01 00:00:25.0","空车"
"鲁HT**88","联运","新桑塔纳","64625128521","2016-01-08 00:00:00.0","2022-01-07 00:00:00.0","184","116.562946","35.416821","0.0","2022-06-01 00:00:25.0","空车"
"鲁HT**39","富达","悦动","64625128243","2003-07-02 00:00:00.0","2021-01-06 00:00:00.0","68","116.689958","35.434946","0.0","2022-06-01 00:00:26.0","空车"
"鲁HT**52","联运","新桑塔纳","64625128230","2016-07-27 00:00:00.0","2016-10-31 00:00:00.0","265","116.615066","35.38643","0.0","2022-06-01 00:00:26.0","空车"
"鲁HT**12","联运","新桑塔纳","64625128097","2010-11-06 00:00:00.0","2016-11-25 00:00:00.0","149","116.593535","35.413615","0.0","2022-06-01 00:00:26.0","载客"
"鲁HT**22","交运","伊兰特","64625128700","2004-01-02 00:00:00.0","2020-07-01 00:00:00.0","101","116.607335","35.419593","0.0","2022-06-01 00:00:26.0","空车"
"鲁HT**53","汇通","悦动","64625127976","2016-09-29 00:00:00.0","2016-11-05 00:00:00.0","89","116.567516","35.395598","0.0","2022-06-01 00:00:26.0","空车"
"鲁HT**65","众鑫","新捷达","64625128992","2016-11-14 00:00:00.0","2016-11-14 00:00:00.0","184","116.683545","35.365571","0.0","2022-06-01 00:00:26.0","载客"
"鲁HT**89","联运","新捷达","64625128513","2004-06-02 00:00:00.0","2020-12-01 00:00:00.0","173","116.64553","35.43133","43.8","2022-06-01 00:00:26.0","载客"
"鲁HT**86","交运","新捷达","64625128355","2016-03-22 00:00:00.0","2022-03-21 00:00:00.0","268","116.573966","35.37198","46.2","2022-06-01 00:00:26.0","空车"
"鲁HT**80","汇通","新捷达","64625128968","2004-05-26 00:00:00.0","2021-11-25 00:00:00.0","93","116.626471","35.421133","0.0","2022-06-01 00:00:26.0","空车"
"HDH**52","新交运","比亚迪秦","64625128855","2016-11-23 00:00:00.0","2016-11-23 00:00:00.0","23","116.596966","35.387625","0.0","2022-06-01 00:00:26.0","空车"
"鲁HT**31","北城","新捷达","64625128625","2016-07-13 00:00:00.0","1900-01-01 00:00:00.0","268","116.614448","35.408976","0.0","2022-06-01 00:00:27.0","空车"
"鲁HT**89","联运","新桑塔纳","00085182107","2016-07-26 00:00:00.0","1900-01-01 00:00:00.0","7","116.575318","35.351705","0.0","2022-06-01 00:00:27.0","空车"
"鲁HT**88","交运","新桑塔纳","64625127854","2004-04-23 00:00:00.0","2020-10-22 00:00:00.0","189","116.610236","35.396538","33.0","2022-06-01 00:00:27.0","载客"
"HDZ**95","众鑫","东风风神","64625128938","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","260","116.854731","35.510361","73.4","2022-06-01 00:00:27.0","空车"
"鲁HT**01","交运","新悦动","64625127798","2016-05-10 00:00:00.0","2024-05-10 00:00:00.0","359","116.598475","35.388743","0.0","2022-06-01 00:00:27.0","空车"
"鲁HT**96","富达","新捷达","64625128525","2003-05-26 00:00:00.0","2020-05-25 00:00:00.0","359","116.5525","35.40425","36.5","2022-06-01 00:00:27.0","空车"
"鲁HT**39","富达","新桑塔纳","64625128270","2003-05-01 00:00:00.0","2020-11-01 00:00:00.0","181","116.580671","35.396206","13.5","2022-06-01 00:00:27.0","载客"
"鲁HT**16","华通","老捷达","64602345508","2004-03-29 00:00:00.0","2020-09-28 00:00:00.0","128","116.619045","35.43089","0.0","2022-06-01 00:00:27.0","空车"
"HDS**09","交运","东风风神","64625128996","2004-02-23 00:00:00.0","2020-08-22 00:00:00.0","230","116.618953","35.440176","0.0","2022-06-01 00:00:27.0","空车"
"鲁HT**67","交运","新桑塔纳","64625127892","2016-03-23 00:00:00.0","2022-03-22 00:00:00.0","196","116.6825","35.36623","0.0","2022-06-01 00:00:27.0","空车"
"鲁HT**08","北城","新桑塔纳","64625129211","2004-01-13 00:00:00.0","2021-01-12 00:00:00.0","360","116.5921","35.399191","0.0","2022-06-01 00:00:27.0","空车"
"鲁HT**08","新交运","奇瑞","64625128634","2015-12-28 00:00:00.0","2021-12-27 00:00:00.0","53","116.559648","35.397255","0.0","2022-06-01 00:00:27.0","空车"
"鲁HT**62","众鑫","新捷达","64625128413","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","65","116.769233","35.54551","0.0","2022-06-01 00:00:28.0","载客"
"鲁HT**62","众鑫","新捷达","64625129002","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","185","116.558565","35.47958","14.8","2022-06-01 00:00:28.0","空车"
"鲁HT**21","北城","新桑塔纳","64625128657","2003-12-01 00:00:00.0","2020-12-01 00:00:00.0","95","116.618006","35.441108","0.0","2022-06-01 00:00:28.0","空车"
"鲁HT**67","联运","悦动","64625128281","2001-01-09 00:00:00.0","2019-01-08 00:00:00.0","74","116.531816","35.495423","0.0","2022-06-01 00:00:28.0","空车"
"HDT**72","众鑫","比亚迪秦","64625128064","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","308","116.561211","35.416273","0.0","2022-06-01 00:00:28.0","空车"
"鲁HT**21","联运","新悦动","64625129087","2002-11-07 00:00:00.0","2018-11-06 00:00:00.0","156","116.577996","35.398778","0.0","2022-06-01 00:00:28.0","空车"
"鲁HT**89","联运","新桑塔纳","64625128473","2004-06-01 00:00:00.0","2016-10-31 00:00:00.0","43","116.571746","35.412095","0.0","2022-06-01 00:00:28.0","载客"
"鲁HT**33","新交运","新捷达","64625128649","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","273","116.605031","35.44015","79.4","2022-06-01 00:00:28.0","载客"
"鲁HT**08","联运","伊兰特","64625128424","2004-08-17 00:00:00.0","2022-02-16 00:00:00.0","266","116.576736","35.403898","14.7","2022-06-01 00:00:29.0","空车"
"鲁HT**63","北城","新捷达","00013957034","2004-04-30 00:00:00.0","2020-10-29 00:00:00.0","175","116.597936","35.39146","32.2","2022-06-01 00:00:29.0","载客"
"鲁HT**15","汇通","新捷达","64625128723","2016-09-23 00:00:00.0","1900-01-01 00:00:00.0","169","116.613705","35.399298","0.0","2022-06-01 00:00:29.0","空车"
"鲁HT**58","华通","新捷达","64625128503","2004-02-26 00:00:00.0","2020-08-25 00:00:00.0","5","116.568405","35.408118","42.8","2022-06-01 00:00:29.0","空车"
"鲁HT**21","交运","新桑塔纳","64625128812","2016-11-15 00:00:00.0","2016-11-15 00:00:00.0","103","116.560401","35.414201","0.0","2022-06-01 00:00:29.0","空车"
"鲁HT**68","众鑫","新捷达","64625128604","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","15","116.568911","35.44018","0.0","2022-06-01 00:00:29.0","载客"
"鲁HT**18","交运","新捷达","64625127785","2016-10-20 00:00:00.0","2016-10-20 00:00:00.0","108","116.780353","35.53797","0.0","2022-06-01 00:00:29.0","空车"
"HDT**20","北城","吉利帝豪","64625129206","2004-01-02 00:00:00.0","2019-01-20 00:00:00.0","107","116.593841","35.394448","0.0","2022-06-01 00:00:30.0","空车"
"鲁HT**91","联运","新悦动","64625128018","2003-06-19 00:00:00.0","2020-12-18 00:00:00.0","247","116.56471","35.414826","0.0","2022-06-01 00:00:30.0","空车"
"鲁HT**28","新交运","新捷达","64644803003","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","322","116.566926","35.38619","0.0","2022-06-01 00:00:30.0","空车"
"鲁HT**28","华通","新捷达","64625128041","2016-08-26 00:00:00.0","1900-01-01 00:00:00.0","94","116.596151","35.407713","18.2","2022-06-01 00:00:30.0","载客"
